image,k,space,vifp,psnr,ssim,dE00,lpips_alex,lpips_vgg
mangoes,16,xyz,0.294620,26.309745,0.845505,4.287843,0.267261,0.347977
mangoes,64,luv,0.368655,31.390937,0.874413,1.838045,0.197875,0.290210
mangoes,64,rgb,0.470356,34.468764,0.916252,1.861333,0.147016,0.290936
mangoes,64,xyz,0.462596,31.663546,0.902212,2.180703,0.144039,0.293662
mangoes,256,luv,0.534254,35.628677,0.929740,1.063166,0.106362,0.265044
mangoes,256,rgb,0.631408,39.513982,0.961672,1.122266,0.048659,0.217970
mangoes,256,xyz,0.592057,35.899837,0.945469,1.354479,0.039531,0.182842
marrakech_museum,4,luv,0.219939,14.546861,0.747196,14.427580,0.236526,0.322247
marrakech_museum,4,rgb,0.295690,17.069938,0.862201,14.199945,0.220602,0.272023
marrakech_museum,4,xyz,0.294283,15.271307,0.825809,16.162059,0.296681,0.350874
marrakech_museum,16,luv,0.407972,21.246485,0.934826,6.741214,0.034978,0.095684
marrakech_museum,16,rgb,0.472808,23.682824,0.956856,6.711588,0.031349,0.074991
marrakech_museum,16,xyz,0.417048,19.994895,0.933060,9.506047,0.149283,0.175240
marrakech_museum,64,luv,0.536627,25.805948,0.973350,4.028263,0.011511,0.036296
marrakech_museum,64,rgb,0.620187,29.126945,0.985674,4.010377,0.008416,0.019841
marrakech_museum,64,xyz,0.526128,24.413544,0.972701,6.054965,0.049351,0.077941
marrakech_museum,256,luv,0.640890,29.640321,0.987807,2.548421,0.003883,0.014996
marrakech_museum,256,rgb,0.733783,33.770861,0.994580,2.667403,0.002691,0.006211
marrakech_museum,256,xyz,0.638785,28.678278,0.988704,3.707560,0.013638,0.027161
maya_beach,4,luv,0.149609,17.810988,0.689527,10.568281,0.330124,0.484653
maya_beach,4,rgb,0.203316,20.252675,0.755423,10.174435,0.287063,0.448115
maya_beach,4,xyz,0.172854,19.214426,0.712665,11.163508,0.337214,0.485187
maya_beach,16,luv,0.274908,23.828232,0.801564,5.469634,0.182720,0.347123
maya_beach,16,rgb,0.352832,25.967592,0.848206,6.135632,0.170475,0.316555
maya_beach,16,xyz,0.344824,23.014066,0.830121,8.087023,0.209278,0.357264
maya_beach,64,luv,0.405923,28.108100,0.876134,3.186362,0.102069,0.236603
maya_beach,64,rgb,0.502572,31.063079,0.915750,3.524026,0.069979,0.212416
maya_beach,64,xyz,0.472663,28.092497,0.896260,4.616316,0.090854,0.230561
maya_beach,256,luv,0.553772,32.347825,0.934125,1.945184,0.045602,0.165633
maya_beach,256,rgb,0.659049,35.827296,0.964111,2.171928,0.024180,0.126753
maya_beach,256,xyz,0.611144,32.055948,0.950145,2.987700,0.034062,0.128197
medicine_packets,4,luv,0.100466,11.635746,0.333807,20.200468,0.428483,0.524432
medicine_packets,4,rgb,0.224774,16.053616,0.574271,14.706779,0.263449,0.401433
medicine_packets,4,xyz,0.214378,14.150947,0.567676,19.717064,0.368106,0.487428
medicine_packets,16,luv,0.339907,20.490405,0.738223,7.301439,0.082517,0.176603
medicine_packets,16,rgb,0.428760,23.093195,0.838616,8.119038,0.052820,0.130705
medicine_packets,16,xyz,0.370068,19.174336,0.772115,10.384133,0.128765,0.194365
medicine_packets,64,luv,0.485821,25.273975,0.876816,4.057823,0.029704,0.082759
medicine_packets,64,rgb,0.570592,28.357829,0.925778,4.283994,0.014662,0.053900
medicine_packets,64,xyz,0.507325,23.543368,0.878733,6.029640,0.051552,0.090918
medicine_packets,256,luv,0.604210,29.212378,0.933494,2.468145,0.011874,0.044715
medicine_packets,256,rgb,0.698182,33.102494,0.967427,2.691146,0.004194,0.025049
medicine_packets,256,xyz,0.618826,27.529361,0.935818,3.750079,0.020315,0.043129
moroccan_babouches,4,luv,0.134015,18.039173,0.468326,12.151992,0.395830,0.567400
moroccan_babouches,4,rgb,0.199212,19.571212,0.579916,12.338087,0.361690,0.545955
moroccan_babouches,4,xyz,0.211188,18.324371,0.598313,13.714291,0.370303,0.539105
moroccan_babouches,16,luv,0.254176,22.239232,0.658171,7.175660,0.188483,0.376449
moroccan_babouches,16,rgb,0.359004,25.046028,0.783354,7.605868,0.118020,0.272526
moroccan_babouches,16,xyz,0.340295,22.646066,0.755322,9.798946,0.180504,0.308717
moroccan_babouches,64,luv,0.387950,26.727530,0.805003,4.306431,0.069412,0.209301
moroccan_babouches,64,rgb,0.508942,29.919392,0.894417,4.648050,0.035740,0.130216
moroccan_babouches,64,xyz,0.470430,26.312895,0.854856,7.311760,0.088861,0.154326
moroccan_babouches,256,luv,0.530140,30.766314,0.898479,2.622934,0.027353,0.104926
moroccan_babouches,256,rgb,0.646432,34.439631,0.952128,2.859869,0.010551,0.051609
moroccan_babouches,256,xyz,0.596378,30.515058,0.918676,4.596070,0.030837,0.069501
motocross,4,luv,0.217429,19.512481,0.641495,9.735850,0.293040,0.495622
motocross,4,rgb,0.297991,22.078862,0.752144,9.704392,0.262827,0.440883
motocross,4,xyz,0.232093,20.597731,0.646035,10.811826,0.348624,0.515242
motocross,16,luv,0.361417,24.864862,0.802628,5.504771,0.127522,0.293602
motocross,16,rgb,0.482023,27.385502,0.884019,6.237892,0.095858,0.214774
motocross,16,xyz,0.457725,25.026931,0.873922,8.046967,0.159659,0.270283
motocross,64,luv,0.531821,29.773874,0.908358,3.287771,0.053985,0.148226
motocross,64,rgb,0.630882,32.651624,0.951803,3.688250,0.029737,0.084562
motocross,64,xyz,0.579891,29.869654,0.930964,5.482025,0.054526,0.119815
motocross,256,luv,0.663550,34.009174,0.958619,2.121288,0.020857,0.069223
motocross,256,rgb,0.759204,37.267844,0.980594,2.507224,0.009594,0.030875
motocross,256,xyz,0.704203,34.051349,0.964678,3.569473,0.021283,0.048625
motorcycle,4,luv,0.125980,17.279424,0.466249,11.910326,0.439626,0.599602
motorcycle,4,rgb,0.190254,18.609575,0.565041,13.171605,0.398037,0.596276
motorcycle,4,xyz,0.185174,16.954309,0.574513,14.636820,0.440175,0.574082
motorcycle,16,luv,0.271209,22.286497,0.692700,5.912070,0.182272,0.389207
motorcycle,16,rgb,0.363406,24.898044,0.806367,6.834050,0.134916,0.327524
motorcycle,16,xyz,0.336514,22.388185,0.762740,8.756965,0.190807,0.367409
motorcycle,64,luv,0.427916,26.742814,0.847296,3.601360,0.074415,0.219925
motorcycle,64,rgb,0.540990,30.238944,0.920297,3.743337,0.043731,0.148305
motorcycle,64,xyz,0.487135,27.075209,0.873366,5.251792,0.083157,0.204074
motorcycle,256,luv,0.574758,30.780279,0.922627,2.276317,0.027540,0.107537
motorcycle,256,rgb,0.677837,34.717088,0.964746,2.559267,0.013028,0.061989
motorcycle,256,xyz,0.630205,31.069784,0.939333,3.352323,0.033136,0.087852
mural,4,luv,0.186906,17.044558,0.664961,10.418402,0.284570,0.451729
mural,4,rgb,0.304879,19.814808,0.812303,9.697839,0.237483,0.358826
mural,4,xyz,0.273940,18.460793,0.768351,10.191167,0.267914,0.386860
mural,16,luv,0.392281,24.026312,0.869031,4.888354,0.091809,0.230959
mural,16,rgb,0.481327,26.675772,0.912572,5.224132,0.071011,0.188794
mural,16,xyz,0.447934,24.192320,0.892430,6.285827,0.101173,0.211137
mural,64,luv,0.556246,29.047413,0.930500,2.861320,0.037937,0.135067
mural,64,rgb,0.646156,32.091246,0.961992,3.085218,0.025712,0.100075
mural,64,xyz,0.591804,28.881151,0.947507,3.722406,0.036946,0.106653
mural,256,luv,0.681122,33.472754,0.969767,1.731842,0.011255,0.069529
mural,256,rgb,0.774948,37.032751,0.984792,1.974670,0.006814,0.044134
mural,256,xyz,0.732522,33.414843,0.976810,2.508039,0.014191,0.040045
nylon_cords,4,luv,0.125007,16.126644,0.400837,14.626060,0.438603,0.588517
nylon_cords,4,rgb,0.165985,17.131193,0.487398,14.897862,0.391696,0.578374
nylon_cords,4,xyz,0.161227,15.526453,0.440263,17.855456,0.401796,0.592444
nylon_cords,16,luv,0.265876,21.177082,0.657840,6.799429,0.193186,0.334684
nylon_cords,16,rgb,0.331018,23.344080,0.766928,7.175860,0.126258,0.264626
nylon_cords,16,xyz,0.291951,20.306798,0.672022,10.302818,0.153157,0.291867
nylon_cords,64,luv,0.437190,26.734022,0.848054,3.482138,0.062494,0.133283
nylon_cords,64,rgb,0.513549,29.260929,0.913976,3.400741,0.034385,0.088495
nylon_cords,64,xyz,0.459927,26.011944,0.837369,5.016798,0.052235,0.125841
nylon_cords,256,luv,0.570617,30.519123,0.922194,2.001281,0.026497,0.061436
nylon_cords,256,rgb,0.643736,33.660636,0.960656,2.108033,0.011421,0.038174
nylon_cords,256,xyz,0.584226,29.868025,0.916365,3.051352,0.021027,0.052959
paper_clips,4,luv,0.184206,17.650272,0.756379,7.389750,0.211021,0.335498
paper_clips,4,rgb,0.200675,19.379195,0.772431,8.056676,0.178790,0.326715
paper_clips,4,xyz,0.220089,16.051745,0.776829,8.704724,0.225459,0.332652
paper_clips,16,luv,0.331274,25.382367,0.862296,3.164645,0.066196,0.225865
paper_clips,16,rgb,0.405631,27.745587,0.897014,3.277788,0.039151,0.203512
paper_clips,16,xyz,0.404315,24.951411,0.893492,3.666529,0.055443,0.211468
paper_clips,64,luv,0.518995,31.073364,0.942103,1.619978,0.023726,0.160824
paper_clips,64,rgb,0.616470,33.860206,0.963236,1.934745,0.015336,0.134981
paper_clips,64,xyz,0.568404,29.289267,0.947449,2.434698,0.020123,0.090505
paper_clips,256,luv,0.660396,35.465936,0.970639,0.851184,0.009849,0.122421
paper_clips,256,rgb,0.755217,39.292561,0.985890,1.120831,0.003427,0.049751
paper_clips,256,xyz,0.695476,34.287268,0.974093,1.324719,0.006435,0.022463
peacock,4,luv,0.140050,18.607851,0.597429,12.099281,0.352218,0.457229
peacock,4,rgb,0.266419,19.593123,0.773114,12.664456,0.280984,0.383619
peacock,4,xyz,0.194596,19.195589,0.638659,13.013991,0.282186,0.487064
peacock,16,luv,0.300630,22.956611,0.813053,7.686296,0.104124,0.170053
peacock,16,rgb,0.421200,25.757217,0.902169,9.103585,0.088633,0.168371
peacock,16,xyz,0.378947,23.655286,0.871431,9.657008,0.125793,0.203189
peacock,64,luv,0.429710,26.614551,0.902552,4.962183,0.038416,0.083660
peacock,64,rgb,0.541672,29.849047,0.950776,6.004005,0.022972,0.064000
peacock,64,xyz,0.506553,27.082727,0.936551,7.868939,0.071299,0.111667
peacock,256,luv,0.552961,30.282569,0.951664,3.173606,0.013651,0.037554
peacock,256,rgb,0.655489,33.736472,0.977338,3.909040,0.007083,0.021766
peacock,256,xyz,0.600379,29.954271,0.963222,6.290730,0.036761,0.062053
pencils,4,luv,0.074772,18.857254,0.546383,10.409436,0.480838,0.602167
pencils,4,rgb,0.118936,19.679009,0.603999,10.658679,0.438901,0.585677
pencils,4,xyz,0.149557,16.660893,0.556757,16.848838,0.546907,0.678564
pencils,16,luv,0.221594,23.933784,0.688275,5.205028,0.256756,0.468327
pencils,16,rgb,0.289937,26.771382,0.781335,4.796271,0.170560,0.432944
pencils,16,xyz,0.279508,23.782340,0.726379,6.842810,0.214611,0.444859
pencils,64,luv,0.449839,31.522513,0.874103,2.034640,0.059769,0.214540
pencils,64,rgb,0.515268,33.541775,0.912190,2.009349,0.041058,0.183242
pencils,64,xyz,0.460958,29.548365,0.865551,3.389641,0.074989,0.175055
pencils,256,luv,0.643291,36.844441,0.947069,1.013890,0.016502,0.061917
pencils,256,rgb,0.717454,39.627668,0.969720,1.005920,0.006917,0.036523
pencils,256,xyz,0.633447,35.019980,0.933149,1.581849,0.024716,0.054148
pigments,4,luv,0.045947,14.119659,0.258112,16.729281,0.599023,0.633504
pigments,4,rgb,0.138012,17.102978,0.467798,15.861209,0.492486,0.579921
pigments,4,xyz,0.139716,15.529339,0.481843,18.843011,0.518584,0.597175
pigments,16,luv,0.162113,19.109604,0.525255,9.157943,0.327486,0.457709
pigments,16,rgb,0.270510,22.553983,0.705609,8.890663,0.216864,0.387269
pigments,16,xyz,0.285580,19.571269,0.695954,11.864317,0.268029,0.382060
pigments,64,luv,0.308793,24.890916,0.749564,4.788568,0.130490,0.252341
pigments,64,rgb,0.415658,27.865097,0.858541,4.649925,0.064417,0.168175
pigments,64,xyz,0.399152,23.755732,0.808757,7.539637,0.125689,0.205080
pigments,256,luv,0.445795,28.814257,0.870203,2.993339,0.054757,0.138920
pigments,256,rgb,0.560747,32.311742,0.937893,2.978664,0.020406,0.063339
pigments,256,xyz,0.509655,27.551150,0.882483,4.455960,0.061160,0.101418
pink_mosque,4,luv,0.121563,16.581749,0.451269,13.481937,0.382046,0.525827
pink_mosque,4,rgb,0.169346,17.828164,0.575825,13.583260,0.371839,0.491344
pink_mosque,4,xyz,0.132650,16.648683,0.475164,14.469298,0.450567,0.551662
pink_mosque,16,luv,0.248886,21.105491,0.643746,7.510071,0.187954,0.307400
pink_mosque,16,rgb,0.311806,23.341961,0.736927,7.459597,0.137240,0.269851
pink_mosque,16,xyz,0.253422,20.146045,0.653897,10.122257,0.221907,0.365538
pink_mosque,64,luv,0.372024,25.374011,0.769043,4.228706,0.087307,0.194402
pink_mosque,64,rgb,0.467203,28.406946,0.862151,4.556440,0.045165,0.151168
pink_mosque,64,xyz,0.371400,23.754811,0.760475,7.007914,0.113286,0.214667
pink_mosque,256,luv,0.504907,29.256199,0.860278,2.567081,0.033335,0.115450
pink_mosque,256,rgb,0.603831,32.916677,0.934138,2.746488,0.012720,0.065896
pink_mosque,256,xyz,0.492888,27.660353,0.846036,4.702788,0.047977,0.111411
plushies,4,luv,0.183664,15.918424,0.606072,15.271927,0.338026,0.523762
plushies,4,rgb,0.285851,18.806005,0.786105,14.316490,0.366234,0.443188
plushies,4,xyz,0.236858,17.292084,0.700254,15.607084,0.414727,0.510113
plushies,16,luv,0.311383,20.428153,0.796257,9.141697,0.137433,0.317353
plushies,16,rgb,0.423094,23.475132,0.892786,9.549162,0.122683,0.217075
plushies,16,xyz,0.378917,21.486845,0.855176,11.803789,0.213253,0.276005
plushies,64,luv,0.454542,24.956084,0.903022,5.461004,0.050312,0.166921
plushies,64,rgb,0.552666,28.027441,0.948196,5.974489,0.039902,0.096063
plushies,64,xyz,0.487949,24.513522,0.920962,9.060257,0.140943,0.155575
plushies,256,luv,0.570555,28.713738,0.949050,3.450150,0.019282,0.085849
plushies,256,rgb,0.669520,32.308415,0.976552,4.001108,0.011814,0.038982
plushies,256,xyz,0.595995,28.228887,0.954224,5.794966,0.054834,0.071877
prickly_pears,4,luv,0.112829,16.535282,0.424405,13.477798,0.487475,0.621283
prickly_pears,4,rgb,0.241326,19.269145,0.635304,14.619228,0.409534,0.592137
prickly_pears,4,xyz,0.240448,17.643748,0.615657,16.876461,0.455315,0.626155
prickly_pears,16,luv,0.270458,22.322502,0.678943,6.673476,0.210838,0.432796
prickly_pears,16,rgb,0.377600,24.871499,0.781657,7.825433,0.163258,0.388281
prickly_pears,16,xyz,0.378732,21.771996,0.772723,11.461265,0.254998,0.435719
prickly_pears,64,luv,0.441409,27.151959,0.833770,3.837660,0.104304,0.259087
prickly_pears,64,rgb,0.551594,30.460745,0.910919,3.952514,0.054762,0.180268
prickly_pears,64,xyz,0.513319,26.762868,0.861337,6.507317,0.088148,0.220824
prickly_pears,256,luv,0.582223,31.453595,0.916255,2.366530,0.045327,0.137507
prickly_pears,256,rgb,0.690712,35.155323,0.961580,2.515157,0.017279,0.072581
prickly_pears,256,xyz,0.644726,31.363669,0.927020,3.654197,0.036307,0.099436
puffin,4,luv,0.111155,17.360265,0.618398,11.032741,0.536248,0.582136
puffin,4,rgb,0.171491,19.369193,0.755626,10.305084,0.412125,0.515596
puffin,4,xyz,0.174092,17.836952,0.680774,11.147127,0.515085,0.565465
puffin,16,luv,0.251188,23.490109,0.799167,5.074088,0.352023,0.414924
puffin,16,rgb,0.337454,25.846115,0.842383,5.888636,0.329682,0.413536
puffin,16,xyz,0.360434,23.277620,0.833404,7.136542,0.356896,0.472524
puffin,64,luv,0.418172,28.321285,0.874279,2.879924,0.255782,0.370523
puffin,64,rgb,0.528435,31.400591,0.920208,3.238374,0.196008,0.347705
puffin,64,xyz,0.521222,27.422335,0.913123,4.734127,0.170268,0.357051
puffin,256,luv,0.565496,32.418225,0.932045,1.772964,0.134425,0.311244
puffin,256,rgb,0.686380,36.226087,0.968647,2.058898,0.051321,0.229227
puffin,256,xyz,0.649633,31.562784,0.956263,2.904908,0.051849,0.135442
race_car,4,luv,0.142166,19.483421,0.701833,9.585252,0.371218,0.529042
race_car,4,rgb,0.146160,19.609011,0.702122,9.548107,0.366474,0.527903
race_car,4,xyz,0.145671,18.083614,0.696889,11.060197,0.417051,0.550224
race_car,16,luv,0.279420,25.922772,0.797380,3.745007,0.221403,0.382094
race_car,16,rgb,0.368360,28.410109,0.837863,3.808987,0.177295,0.367705
race_car,16,xyz,0.368886,26.312742,0.819233,5.355947,0.194121,0.386761
race_car,64,luv,0.485195,32.459925,0.897669,2.022121,0.103676,0.289170
race_car,64,rgb,0.587267,34.891134,0.934452,2.019239,0.058206,0.219090
race_car,64,xyz,0.554758,31.653302,0.907664,2.617500,0.058185,0.226712
race_car,256,luv,0.653772,37.039514,0.950250,1.214708,0.048632,0.173662
race_car,256,rgb,0.750220,40.095932,0.973681,1.330976,0.015573,0.094753
race_car,256,xyz,0.706029,37.012391,0.958965,1.659637,0.018659,0.079556
red_eyed_tree_frog,4,luv,0.085094,18.931591,0.622103,8.328339,0.481984,0.550104
red_eyed_tree_frog,4,rgb,0.177232,20.601066,0.669500,8.350360,0.432979,0.552812
red_eyed_tree_frog,4,xyz,0.161081,19.459063,0.643033,11.614975,0.464940,0.561712
red_eyed_tree_frog,16,luv,0.223926,23.280469,0.694562,4.555135,0.330352,0.481462
red_eyed_tree_frog,16,rgb,0.307627,26.616221,0.778072,4.639617,0.264971,0.463170
red_eyed_tree_frog,16,xyz,0.300172,23.567153,0.756705,6.123913,0.282675,0.461626
red_eyed_tree_frog,64,luv,0.348689,28.001912,0.794652,2.643204,0.225347,0.379543
red_eyed_tree_frog,64,rgb,0.471017,31.608098,0.885728,2.818803,0.161685,0.304345
red_eyed_tree_frog,64,xyz,0.436219,28.060841,0.833276,3.886760,0.186329,0.309737
red_eyed_tree_frog,256,luv,0.497845,31.874337,0.876538,1.621662,0.143244,0.261112
red_eyed_tree_frog,256,rgb,0.618482,36.073427,0.942492,1.775973,0.064029,0.176350
red_eyed_tree_frog,256,xyz,0.557991,32.229618,0.897778,2.716542,0.086862,0.187979
red_knobbed_starfish,4,luv,0.119446,17.093293,0.515318,13.408592,0.477260,0.606553
red_knobbed_starfish,4,rgb,0.219361,19.487769,0.660867,14.400513,0.496947,0.605436
red_knobbed_starfish,4,xyz,0.165693,18.291462,0.591201,15.204999,0.547818,0.621311
red_knobbed_starfish,16,luv,0.230745,22.192438,0.685307,7.489892,0.275736,0.447117
red_knobbed_starfish,16,rgb,0.345303,25.278277,0.797662,8.014245,0.233349,0.409459
red_knobbed_starfish,16,xyz,0.309288,23.024133,0.754074,10.451977,0.328813,0.460253
red_knobbed_starfish,64,luv,0.358978,26.428977,0.805622,4.544191,0.157383,0.322923
red_knobbed_starfish,64,rgb,0.483598,29.966550,0.891055,5.041092,0.115287,0.259292
red_knobbed_starfish,64,xyz,0.460951,26.799515,0.867312,7.734347,0.179244,0.313948
red_knobbed_starfish,256,luv,0.491218,30.351476,0.887886,2.862804,0.092931,0.215044
red_knobbed_starfish,256,rgb,0.612649,33.985702,0.945114,3.292198,0.046983,0.143436
red_knobbed_starfish,256,xyz,0.563128,30.521294,0.916451,5.163113,0.083190,0.177474
rescue_helicopter,4,luv,0.180427,19.798486,0.721347,6.669608,0.255026,0.400851
rescue_helicopter,4,rgb,0.219794,20.858748,0.742967,7.379262,0.282936,0.400229
rescue_helicopter,4,xyz,0.220223,18.186222,0.741316,10.055283,0.329828,0.443839
rescue_helicopter,16,luv,0.319990,25.549536,0.815778,3.673921,0.176150,0.316645
rescue_helicopter,16,rgb,0.413737,28.121269,0.873077,3.192651,0.145167,0.272146
rescue_helicopter,16,xyz,0.389862,25.887029,0.845478,3.966638,0.164122,0.307209
rescue_helicopter,64,luv,0.510094,31.564590,0.908364,1.895777,0.087853,0.235464
rescue_helicopter,64,rgb,0.605156,34.359268,0.944598,1.693332,0.048641,0.183710
rescue_helicopter,64,xyz,0.562204,31.270576,0.924173,2.123005,0.057335,0.198428
rescue_helicopter,256,luv,0.667870,36.352118,0.959845,1.109422,0.031446,0.136452
rescue_helicopter,256,rgb,0.753912,39.634750,0.978662,1.055995,0.010734,0.092712
rescue_helicopter,256,xyz,0.701417,35.648707,0.965018,1.337567,0.011802,0.072540
rose_bouquet,4,luv,0.120693,15.865243,0.376709,14.816482,0.412063,0.577686
rose_bouquet,4,rgb,0.187652,17.719250,0.500390,15.422438,0.344084,0.569391
rose_bouquet,4,xyz,0.197016,16.192866,0.494145,17.978141,0.455568,0.645878
rose_bouquet,16,luv,0.242836,20.814536,0.583551,7.773361,0.203781,0.395459
rose_bouquet,16,rgb,0.319464,23.556777,0.694183,8.111861,0.156668,0.352553
rose_bouquet,16,xyz,0.281861,19.654507,0.611597,13.373561,0.276824,0.462684
rose_bouquet,64,luv,0.360674,24.830639,0.721210,4.482075,0.112627,0.262454
rose_bouquet,64,rgb,0.464249,28.633071,0.838543,4.484478,0.059758,0.202493
rose_bouquet,64,xyz,0.392434,24.329558,0.721407,7.288079,0.116750,0.262643
rose_bouquet,256,luv,0.497239,29.156982,0.827892,2.568362,0.052398,0.158886
rose_bouquet,256,rgb,0.610129,33.380119,0.926666,2.647268,0.017242,0.096405
rose_bouquet,256,xyz,0.506995,28.245044,0.809746,4.414754,0.052783,0.138195
sagami_temple,4,luv,0.173593,17.527644,0.560146,13.262347,0.289534,0.492559
sagami_temple,4,rgb,0.239763,18.945501,0.682485,13.692925,0.256648,0.452733
sagami_temple,4,xyz,0.170776,16.760023,0.543699,16.434001,0.397380,0.578094
sagami_temple,16,luv,0.321948,22.644759,0.789001,6.978622,0.107156,0.270683
sagami_temple,16,rgb,0.405343,25.230029,0.864739,7.617001,0.082301,0.211387
sagami_temple,16,xyz,0.330010,22.103475,0.763372,10.649679,0.157783,0.299777
sagami_temple,64,luv,0.473022,27.375441,0.898894,4.117600,0.037386,0.142735
sagami_temple,64,rgb,0.565214,30.415596,0.943557,4.206827,0.018430,0.095874
sagami_temple,64,xyz,0.456871,26.365373,0.868656,7.409208,0.070554,0.173328
sagami_temple,256,luv,0.600494,31.556171,0.949809,2.428501,0.012799,0.074553
sagami_temple,256,rgb,0.694969,35.013589,0.974484,2.643836,0.005118,0.039043
sagami_temple,256,xyz,0.588227,30.587959,0.933876,4.584220,0.024633,0.071038
salad_bowl,4,luv,0.089478,15.789302,0.536280,14.592581,0.535387,0.648079
salad_bowl,4,rgb,0.160137,18.141627,0.606452,15.338157,0.569260,0.685405
salad_bowl,4,xyz,0.185989,17.106425,0.625360,15.544686,0.580208,0.690952
salad_bowl,16,luv,0.199542,20.975567,0.647497,7.234523,0.347418,0.502626
salad_bowl,16,rgb,0.291986,23.713815,0.736467,7.985733,0.320929,0.489671
salad_bowl,16,xyz,0.311722,21.078261,0.726911,11.709050,0.390239,0.528306
salad_bowl,64,luv,0.312088,25.162059,0.749340,4.356195,0.249996,0.405575
salad_bowl,64,rgb,0.433951,28.485357,0.841087,4.919521,0.177360,0.340382
salad_bowl,64,xyz,0.434927,25.133080,0.828050,7.158174,0.191951,0.330931
salad_bowl,256,luv,0.445780,28.967059,0.839640,2.628741,0.166075,0.298840
salad_bowl,256,rgb,0.572635,33.022919,0.914942,2.921880,0.075660,0.210272
salad_bowl,256,xyz,0.545005,29.264735,0.894505,4.389831,0.072729,0.164129
schoolgirls,4,luv,0.120250,15.840444,0.416993,14.836888,0.494365,0.622777
schoolgirls,4,rgb,0.187494,18.167708,0.569268,14.669630,0.394814,0.575049
schoolgirls,4,xyz,0.219301,16.856985,0.621313,17.159887,0.419112,0.566443
schoolgirls,16,luv,0.247814,20.711744,0.676031,8.691948,0.222252,0.420926
schoolgirls,16,rgb,0.357426,23.408602,0.805695,9.088481,0.157295,0.313482
schoolgirls,16,xyz,0.341996,20.817085,0.760767,11.937847,0.245716,0.366514
schoolgirls,64,luv,0.381292,25.089366,0.824659,5.338781,0.097709,0.234073
schoolgirls,64,rgb,0.501705,28.210684,0.907027,5.793991,0.054332,0.153924
schoolgirls,64,xyz,0.466775,24.874884,0.867157,8.005466,0.110080,0.202425
schoolgirls,256,luv,0.513341,29.002837,0.910686,3.365185,0.040221,0.126653
schoolgirls,256,rgb,0.624516,32.439884,0.955871,3.812000,0.017345,0.067527
schoolgirls,256,xyz,0.587910,28.587842,0.928553,5.539278,0.049295,0.094827
seattle_great_wheel,4,luv,0.148664,16.044375,0.386377,11.682484,0.316791,0.430019
seattle_great_wheel,4,rgb,0.207383,19.019834,0.562484,8.767667,0.207677,0.320741
seattle_great_wheel,4,xyz,0.165520,15.823034,0.411856,14.747945,0.334353,0.418632
seattle_great_wheel,16,luv,0.304152,23.137966,0.721868,5.331534,0.094844,0.221834
seattle_great_wheel,16,rgb,0.375650,25.423292,0.811688,5.046572,0.053383,0.169696
seattle_great_wheel,16,xyz,0.301747,21.182841,0.670859,7.208441,0.113075,0.205395
seattle_great_wheel,64,luv,0.429624,26.945345,0.851179,3.178469,0.038981,0.124477
seattle_great_wheel,64,rgb,0.528831,30.297288,0.924990,2.818869,0.016170,0.081700
seattle_great_wheel,64,xyz,0.429288,24.957508,0.833890,4.372486,0.044586,0.125055
seattle_great_wheel,256,luv,0.553938,30.697383,0.924803,1.883740,0.015551,0.082288
seattle_great_wheel,256,rgb,0.660469,34.761064,0.969906,1.760409,0.004130,0.037197
seattle_great_wheel,256,xyz,0.542389,28.082169,0.891704,2.953110,0.025379,0.092859
shawls,4,luv,0.082702,13.976007,0.317900,17.456828,0.457239,0.614878
shawls,4,rgb,0.176279,17.695717,0.571582,15.434958,0.332651,0.519048
shawls,4,xyz,0.145889,15.884206,0.506691,18.580930,0.441134,0.582628
shawls,16,luv,0.248703,20.710661,0.688915,8.057433,0.153879,0.334251
shawls,16,rgb,0.320430,23.059483,0.791394,8.451378,0.108350,0.255548
shawls,16,xyz,0.322137,20.192247,0.752207,12.193319,0.197914,0.285627
shawls,64,luv,0.390813,25.301684,0.839602,4.502693,0.056604,0.138578
shawls,64,rgb,0.485007,28.186578,0.914112,4.766299,0.032834,0.084597
shawls,64,xyz,0.428047,24.083335,0.840267,7.471559,0.091015,0.143402
shawls,256,luv,0.530700,29.053072,0.912299,2.767525,0.021957,0.053528
shawls,256,rgb,0.629692,32.827564,0.964650,2.904166,0.010157,0.027383
shawls,256,xyz,0.551459,27.467754,0.900155,4.665217,0.041595,0.063282
shopping_bags,4,luv,0.263827,24.884332,0.941625,2.848983,0.074485,0.091577
shopping_bags,4,rgb,0.288920,25.149561,0.948399,2.850215,0.071244,0.089809
shopping_bags,4,xyz,0.266909,23.083620,0.932161,3.601060,0.097670,0.103860
shopping_bags,16,luv,0.436536,34.999887,0.973465,0.449934,0.037051,0.068585
shopping_bags,16,rgb,0.485464,36.887017,0.980709,0.445091,0.027187,0.062165
shopping_bags,16,xyz,0.458284,32.473433,0.969805,0.820000,0.036066,0.066118
shopping_bags,64,luv,0.614704,40.613511,0.985753,0.219741,0.014870,0.058791
shopping_bags,64,rgb,0.692139,43.488499,0.990869,0.213727,0.008252,0.052015
shopping_bags,64,xyz,0.631062,39.268122,0.984231,0.241097,0.008945,0.044598
shopping_bags,256,luv,0.775565,45.842895,0.994438,0.104700,0.002514,0.025730
shopping_bags,256,rgb,0.848304,49.778296,0.997087,0.108036,0.000993,0.016163
shopping_bags,256,xyz,0.776963,44.538240,0.994207,0.113413,0.001376,0.010847
