image,k,method,mse_ours,mse_gold,ratio,log_ratio
adirondack_chairs,4,MC,1695.6496683756511,5511.25,0.30767061344988,-0.5119139825501638
adirondack_chairs,4,OCT,8963.613996717664,4509.0,1.9879383448032077,0.29840291078213194
astro_bodies,4,MC,1069.1963653564453,3481.47,0.30711060711608756,-0.512705183451323
astro_bodies,4,OCT,6082.253059387207,2217.05,2.743399138218446,0.4382889978762274
astronaut,4,MC,403.4728071424696,2521.01,0.16004411213857525,-0.7957602984818128
astronaut,4,OCT,726.2245093451606,1417.15,0.5124542280952338,-0.2903449192934824
balinese_dancer,4,MC,1201.425443013509,1805.41,0.665458506939426,-0.1768790187303071
balinese_dancer,4,OCT,3251.6902686225044,1476.06,2.202952636493438,0.34300515991487734
ball_caps,4,MC,742.9051259358724,2627.5,0.28274219826293906,-0.5486093697733315
ball_caps,4,OCT,1595.970834520128,2065.66,0.7726202930395748,-0.11203388920263045
birthday_baloons,4,MC,3699.5512415568032,12996.4,0.284659693573359,-0.5456740224839487
birthday_baloons,4,OCT,6469.258377922906,6306.64,1.0257852640903724,0.011056455920800783
bosnian_pine_needle,4,MC,838.5495546129015,2830.62,0.2962423619605957,-0.5283528382852278
bosnian_pine_needle,4,OCT,7866.7140706380205,2436.63,3.228522209214374,0.5090037782921369
buggy,4,MC,872.3947075737847,3036.61,0.28729231201036176,-0.5416759956444971
buggy,4,OCT,5021.309544881185,1946.29,2.5799390352317406,0.411609443569715
calaveras,4,MC,2806.5075539482964,6991.28,0.4014297172975902,-0.39639048042690966
calaveras,4,OCT,10348.03087955051,7090.09,1.4595062798286778,0.164205967970196
carrots,4,MC,681.179562886556,2406.07,0.2831087885583362,-0.5480466486032975
carrots,4,OCT,5194.814105563693,2122.86,2.447082758902468,0.38864865718460456
chalk_pastels,4,MC,955.0250549316406,2419.27,0.3947575322025407,-0.40366957465015163
chalk_pastels,4,OCT,2459.1080017089844,2753.1,0.8932141955283079,-0.04904438346152418
chicken_dish,4,MC,775.5112347073025,2626.08,0.29531135178947426,-0.5297198584031165
chicken_dish,4,OCT,1868.6179529825847,2594.83,0.7201311658114731,-0.14258839329093606
chili_peppers,4,MC,1655.2704459296333,5425.02,0.30511785134978914,-0.5155323826037058
chili_peppers,4,OCT,7898.476458231608,4394.93,1.797179126455167,0.2545913657867883
clownfish,4,MC,891.3050850762261,4779.94,0.1864678395704185,-0.7293960609142657
clownfish,4,OCT,6665.006839328342,2503.03,2.6627754518836535,0.42533454453897945
color_chart,4,MC,3921.025831434462,10702.4,0.366368836096059,-0.43608147519830465
color_chart,4,OCT,17936.9833340115,10370.7,1.7295827026152042,0.237941333294982
color_checker,4,MC,2466.738221062554,7835.78,0.31480442547679416,-0.5019591710186843
color_checker,4,OCT,8718.866897583008,6819.53,1.2785143400766634,0.10670560352484049
coloring_pencils,4,MC,2217.3060107760957,3473.9,0.6382757162774103,-0.19499167834528372
coloring_pencils,4,OCT,5412.992061191135,4609.14,1.1744039150885273,0.0698174903738596
columbia_crew,4,MC,1980.76515367296,3730.64,0.5309451337231574,-0.2749503552883919
columbia_crew,4,OCT,4501.146876864963,2405.22,1.8714075539306023,0.27216837817261175
common_jezebel,4,MC,969.396361456977,3083.31,0.3144011991843107,-0.5025158061500098
common_jezebel,4,OCT,3630.4739905463325,3635.05,0.9987411426380194,-0.0005470592128604731
common_lantanas,4,MC,1149.2887318929036,2381.04,0.4826835046420487,-0.3163375426259806
common_lantanas,4,OCT,4307.938363817003,2061.03,2.0901871218842047,0.3201851676249376
cosmic_vista,4,MC,846.149553934733,2736.12,0.3092516241739153,-0.5096880108001618
cosmic_vista,4,OCT,5570.365820142958,2006.53,2.7761188819220037,0.44343806000228275
craft_cards,4,MC,1182.6240734524197,3320.49,0.3561595046069766,-0.4483554614182913
craft_cards,4,OCT,3955.434809366862,3983.96,0.9928399907044403,-0.0031207381647631242
crepe_paper,4,MC,2344.963144938151,5745.52,0.4081376698607177,-0.3891933193221955
crepe_paper,4,OCT,10601.354715135363,3467.11,3.057692059131485,0.48539374538170826
cruise_ship,4,MC,821.5061984592014,2724.62,0.30151221031160363,-0.5206950955849396
cruise_ship,4,OCT,4666.677491929796,2518.16,1.853209284529099,0.2679244673403417
curler,4,MC,1314.791027492947,3096.67,0.4245822213839211,-0.37203819508879393
curler,4,OCT,7990.417492336697,2680.23,2.98124321134257,0.47439740744336967
daisy_bouquet,4,MC,2085.6703160603843,5377.34,0.38786283107640285,-0.41132183687802737
daisy_bouquet,4,OCT,12525.68239847819,6361.08,1.9691125403985157,0.2942705380158977
daisy_poster,4,MC,2162.073454115126,4610.42,0.4689536862401096,-0.32887004599182845
daisy_poster,4,OCT,4380.235523647732,1478.48,2.9626613303174425,0.47168200896209944
easter_egg_basket,4,MC,1320.4815148247612,4293.55,0.30755004945202946,-0.5120841988085255
easter_egg_basket,4,OCT,2519.774297926161,3843.6,0.6555766203367055,-0.1833765429596976
easter_eggs,4,MC,2508.6458638509116,6067.89,0.41342968706600014,-0.3835983412887096
easter_eggs,4,OCT,10382.465816073947,6943.38,1.4953042777543426,0.17472957573979997
eastern_rosella,4,MC,733.9301350911459,2527.82,0.2903411378544144,-0.5370914254931114
eastern_rosella,4,OCT,3544.0101030137803,2357.11,1.5035403960840945,0.17711510091723692
felt_ball_trivet,4,MC,1602.2137807210286,5037.2,0.31807626870504024,-0.4974687318826176
felt_ball_trivet,4,OCT,6601.642431471083,4769.1,1.3842533038667846,0.14121556873762905
fishing_nets,4,MC,2058.8625157674155,5917.9,0.347904242343976,-0.4585402754336534
fishing_nets,4,OCT,8212.308247884115,6157.11,1.3337926799885198,0.12508832962985514
floating_market,4,MC,663.6164864434136,2809.99,0.23616329113036474,-0.6267876075628569
floating_market,4,OCT,6217.2699635823565,1771.22,3.5101624663126865,0.5453272180584713
fruit_dessert,4,MC,1171.9356689453125,3166.23,0.3701359878926397,-0.43163868690339496
fruit_dessert,4,OCT,2470.7938707139756,3100.46,0.796912029413047,-0.09858961743591511
fruit_stand,4,MC,907.3547905815972,3394.96,0.2672652374642403,-0.5730575251912418
fruit_stand,4,OCT,8425.97349802653,3102.45,2.715909522482725,0.43391529780986404
fruits,4,MC,1234.271386888292,3897.31,0.3166982834027296,-0.4993542906247493
fruits,4,OCT,10222.452105204264,3856.35,2.650810249381997,0.4233786411258799
fruits_veggies,4,MC,1385.4456609090169,6440.51,0.2151142783582382,-0.6673307620607443
fruits_veggies,4,OCT,3934.555553012424,3455.64,1.1385895385550648,0.05636718916402313
german_hot_air_balloon,4,MC,1101.247829861111,3198.15,0.344339017826278,-0.4630137636253836
german_hot_air_balloon,4,OCT,2274.6738705105254,2955.56,0.7696253402098165,-0.11372064142227331
girl,4,MC,496.22003089057074,1657.1,0.29945086650809893,-0.5236744258786824
girl,4,OCT,3047.4814224243164,1476.68,2.0637385367339682,0.3146546739403794
gourds,4,MC,1245.5245912339951,3414.55,0.3647697621162364,-0.4379811700430399
gourds,4,OCT,7094.0401128133135,3130.16,2.2663506379269154,0.3553271024983431
grilled_food,4,MC,1441.3437966240776,4524.45,0.3185677367689062,-0.49679820986801454
grilled_food,4,OCT,9926.49501715766,3852.28,2.576784402265064,0.4110780829577406
hard_candy,4,MC,1774.8318133884006,6613.98,0.2683455065464971,-0.5713056725900992
hard_candy,4,OCT,5084.810903761122,3633.44,1.3994481548508086,0.14595681385664583
italian_hot_air_balloon,4,MC,2307.61077287462,5000.25,0.461499079620943,-0.33582916076145874
italian_hot_air_balloon,4,OCT,8229.256807115344,4649.11,1.7700714345574409,0.24799079348502517
jacksons_chameleon,4,MC,1255.1856240166558,2748.77,0.4566353765562982,-0.3404304457848152
jacksons_chameleon,4,OCT,5354.830175611708,3075.85,1.7409269553494833,0.24078054966176168
king_penguin,4,MC,406.44335683186847,2662.22,0.15267083743337084,-0.8162439121990489
king_penguin,4,OCT,3354.088190714518,2157.02,1.554963881055585,0.19172030561981349
king_vulture,4,MC,1439.294713338216,4078.13,0.3529300717088999,-0.4523113356303183
king_vulture,4,OCT,5367.239350212945,3924.68,1.367561011397858,0.13594671074393777
kingfisher,4,MC,964.5084720187717,1941.16,0.4968722166224174,-0.30375528682241987
kingfisher,4,OCT,2164.4850997924805,1810.67,1.1954056232181902,0.07751529443466014
korean_dancer,4,MC,1091.715195549859,4663.95,0.2340752357014674,-0.6306445306310154
korean_dancer,4,OCT,8612.6118850708,3653.15,2.357585066332015,0.3724673718959316
lights,4,MC,3525.6629189385308,10153.6,0.34723279614506486,-0.45937926243513777
lights,4,OCT,13781.527991400824,8710.74,1.5821305642690315,0.19924232050287585
macarons,4,MC,2111.97673119439,6868.14,0.3075034479778208,-0.5121500101996342
macarons,4,OCT,9501.2791112264,5675.41,1.6741132554698956,0.2237848351159236
macaws,4,MC,1082.5788074069553,3047.91,0.3551872618964981,-0.4495426177449524
macaws,4,OCT,2839.3242179022895,2656.79,1.0687047971056387,0.02885775881669291
malayan_banded_pitta,4,MC,564.4178941514757,2136.66,0.26415896499746133,-0.5781346456892914
malayan_banded_pitta,4,OCT,1207.833767361111,1564.36,0.7720945098066373,-0.1123295357066189
mandarin_ducks,4,MC,507.0468020968967,1135.74,0.446446195517369,-0.3502308736128699
mandarin_ducks,4,OCT,1893.2935579087998,1147.94,1.6492966164684564,0.21729876802240275
mandarinfish,4,MC,1090.3069212171768,3680.5,0.2962388048409664,-0.5283580530920878
mandarinfish,4,OCT,2920.010346306695,3587.21,0.81400596739714,-0.08937241132928794
mangoes,4,MC,957.8304672241211,2621.5,0.3653749636559684,-0.4372612148339958
mangoes,4,OCT,1909.096065097385,1716.61,1.1121315063394628,0.04615614435101897
marrakech_museum,4,MC,1477.6382887098525,5106.89,0.2893421022794406,-0.5385883673984779
marrakech_museum,4,OCT,8703.972448560926,4527.44,1.9224931635893412,0.2838648041193963
maya_beach,4,MC,706.4084930419922,2857.52,0.24721034079971171,-0.6069333666806175
maya_beach,4,OCT,4885.2411202324765,2223.14,2.1974509568594316,0.34191919118471653
medicine_packets,4,MC,3073.313900417752,6970.13,0.4409263385930753,-0.35563395795756675
medicine_packets,4,OCT,8554.99934302436,6711.04,1.274765065179817,0.10543015316416487
moroccan_babouches,4,MC,797.431022644043,2575.24,0.30965308967088234,-0.5091245823092757
moroccan_babouches,4,OCT,7095.084049648709,2307.73,3.074486204906427,0.4877725487235011
motocross,4,MC,570.2878926595052,2157.78,0.2642938078300407,-0.5779130118843592
motocross,4,OCT,3425.2849731445312,1504.67,2.2764360113144617,0.3572554471662356
motorcycle,4,MC,1108.3554161919487,3995.95,0.2773696908599829,-0.5569409975216476
motorcycle,4,OCT,7410.73237186008,3030.14,2.445673259935211,0.38839843516727734
mural,4,MC,785.3130993313259,2578.63,0.30454663884749883,-0.5163461892607023
mural,4,OCT,4161.353467305501,2266.88,1.8357184620736435,0.26380607569775083
nylon_cords,4,MC,2287.1192474365234,5223.19,0.4378778576763479,-0.35864701537446425
nylon_cords,4,OCT,7441.328781975641,4144.08,1.7956527822763173,0.254222362776863
paper_clips,4,MC,1952.0640131632488,4204.16,0.46431725080949554,-0.3331851806625004
paper_clips,4,OCT,3264.1576029459634,5333.19,0.612045999288599,-0.21321593653665982
peacock,4,MC,784.2960611979166,2439.65,0.3214789257466918,-0.4928474915792771
peacock,4,OCT,1601.8244840833877,2417.02,0.6627270291861002,-0.17866531643622774
pencils,4,MC,1021.7219729953342,2227.93,0.4585969815009153,-0.338568808135976
pencils,4,OCT,4270.113828870985,2254.05,1.894418415239673,0.27747590674790445
pigments,4,MC,1602.053956773546,4841.12,0.3309263056428153,-0.4802687089917408
pigments,4,OCT,6428.503133985731,4265.9,1.5069512023220732,0.1780991893382712
pink_mosque,4,MC,1526.0855017768013,4078.89,0.37414235288934033,-0.42696312691268706
pink_mosque,4,OCT,3264.147176106771,4211.41,0.7750722860293278,-0.11065779173926593
plushies,4,MC,892.6680976019966,3789.99,0.23553310103773273,-0.6279480499455482
plushies,4,OCT,9091.918245103625,3125.78,2.908687829950804,0.4636971138202346
prickly_pears,4,MC,824.4832263522678,3203.3,0.2573855793563724,-0.5894157891386796
prickly_pears,4,OCT,7247.812816196018,2828.21,2.5626855205928902,0.40869531509925544
puffin,4,MC,902.0116382175022,2995.66,0.3011061462974778,-0.5212803794064199
puffin,4,OCT,6930.239366319444,2649.19,2.61598426927455,0.4176351281125507
race_car,4,MC,1889.731339348687,2633.29,0.7176313050779394,-0.14409862441482715
race_car,4,OCT,2088.3164443969727,2432.5,0.8585062464119106,-0.06625654060515498
red_eyed_tree_frog,4,MC,753.2901102701823,2236.98,0.33674423118230035,-0.4726998355074381
red_eyed_tree_frog,4,OCT,1681.3624716864692,1843.9,0.9118512238659738,-0.04007601465931033
red_knobbed_starfish,4,MC,1022.3779813978407,2783.25,0.36733242841923675,-0.434940730075991
red_knobbed_starfish,4,OCT,8436.825972663031,2539.85,3.3217811967884057,0.5213710224088848
rescue_helicopter,4,MC,816.2283723619249,1759.06,0.46401394629058984,-0.33346896619937677
rescue_helicopter,4,OCT,4310.797880384657,2540.78,1.6966435033275833,0.22959059847425786
rose_bouquet,4,MC,1235.8730994330513,4337.36,0.28493671252398955,-0.545251590706504
rose_bouquet,4,OCT,8723.6791144477,3592.91,2.4280260608942887,0.38525334387020604
sagami_temple,4,MC,1052.0441402859158,3132.71,0.33582557603031105,-0.47388623164688304
sagami_temple,4,OCT,4422.452039930556,3057.23,1.4465552280759235,0.1603350192427277
salad_bowl,4,MC,1180.5500310262044,4459.08,0.2647519288790971,-0.5771608671090646
salad_bowl,4,OCT,8059.388286166721,3591.93,2.243748705060155,0.35097421527709455
schoolgirls,4,MC,1055.5418963962131,3983.7,0.26496520731887774,-0.576811149691291
schoolgirls,4,OCT,9441.451705932617,3178.28,2.97061671908473,0.4728466209976995
seattle_great_wheel,4,MC,1838.4793201022678,3089.92,0.59499253058405,-0.2254884862823611
seattle_great_wheel,4,OCT,6832.320699055989,4320.39,1.5814129509271129,0.19904529111580793
shawls,4,MC,2033.840222676595,4969.81,0.40923902979723464,-0.38802295360785355
shawls,4,OCT,6930.554584927029,4911.65,1.4110440656249996,0.14954057658847478
shopping_bags,4,MC,862.7826978895399,1865.28,0.4625486242760014,-0.3348426063957258
shopping_bags,4,OCT,1237.7136637369792,2328.9,0.531458484150019,-0.2745306555221844
siberian_tiger,4,MC,559.8027699788412,1931.0,0.28990303986475463,-0.5377472306968584
siberian_tiger,4,OCT,3545.8523059421113,1553.31,2.2827718265781534,0.3584625039517636
skiers,4,MC,681.3370022243923,2164.45,0.3147852813529499,-0.5019855824649287
skiers,4,OCT,2462.4814359876846,2108.12,1.1680935791073017,0.06747763666503974
spices,4,MC,523.802490234375,2141.79,0.24456295446069642,-0.6116093277239569
spices,4,OCT,4531.085835774739,1921.21,2.3584542219615448,0.37262745092624444
sports_bicycles,4,MC,1243.2777455647786,3857.6,0.32229306967150007,-0.4917490331031953
sports_bicycles,4,OCT,8046.550120883518,3166.42,2.541213774825676,0.4050412007929922
sun_parakeet,4,MC,617.4518441094292,2456.86,0.2513174719395607,-0.5997773176025284
sun_parakeet,4,OCT,6621.828028361003,1835.26,3.608114397066902,0.5572802986113943
tablet,4,MC,1328.0274386935764,2905.62,0.4570547555060801,-0.3400317680053015
tablet,4,OCT,2911.5619549221465,3232.44,0.9007319408626754,-0.04540443646302483
textile_market,4,MC,1950.1223220825195,4674.48,0.4171848680671475,-0.3796714524845288
textile_market,4,OCT,4686.014442443848,5126.27,0.9141177586127628,-0.03899785391444835
trade_fair_tower,4,MC,412.55074310302734,1169.91,0.3526345984759745,-0.45267507947275704
trade_fair_tower,4,OCT,1847.1631418863933,1433.09,1.288937290670086,0.11023178858813054
traffic,4,MC,791.4173634847006,3126.57,0.2531263856189692,-0.5966625820979463
traffic,4,OCT,3922.5072860717773,2310.63,1.6975921225257948,0.2298333512700857
tulip_field,4,MC,2347.498359680176,6500.33,0.361135259237635,-0.4423301074059514
tulip_field,4,OCT,10555.09142473009,5114.24,2.0638631399250116,0.31468089472550026
umbrellas,4,MC,1910.6965798272026,4198.86,0.45505127101813414,-0.3419396682532066
umbrellas,4,OCT,11554.264599270291,4953.26,2.3326586125643094,0.36785118391668686
veggie_pizza,4,MC,678.2600190904406,1846.79,0.36726429052054677,-0.43502129649490207
veggie_pizza,4,OCT,5167.908847384982,1815.99,2.845780454399519,0.4542013921921722
veggies,4,MC,1544.4967329237197,5639.34,0.27387898813047623,-0.5624412853401445
veggies,4,OCT,7684.09238518609,4068.27,1.8887862371932271,0.2761828095573218
venetian_lagoon,4,MC,930.4803949991862,3567.32,0.26083457469450066,-0.5836348416065228
venetian_lagoon,4,OCT,7864.534000820584,2622.92,2.9983888188814696,0.47688794970824017
vintage_cars,4,MC,1242.3811781141494,4931.56,0.25192457926379264,-0.5987294580760165
vintage_cars,4,OCT,2315.8030632866753,3747.1,0.6180254232037243,-0.2089936593286742
wooden_toys,4,MC,777.7303068372938,3098.46,0.25100543716468626,-0.6003168709291402
wooden_toys,4,OCT,2364.1789847479927,2671.92,0.8848240159690383,-0.053143098221470564
wool_carder_bee,4,MC,871.6082034640842,2701.7,0.3226147253448141,-0.4913158136673124
wool_carder_bee,4,OCT,6272.292121039496,2377.18,2.638543198680578,0.4213642089148939
yasaka_pagoda,4,MC,376.5692350599501,1431.62,0.2630371432782094,-0.5799829207810376
yasaka_pagoda,4,OCT,2486.0806605021157,1232.46,2.0171694501258584,0.30474238218081445
adirondack_chairs,16,MC,850.0987964206272,1796.25,0.47326307385977856,-0.32489737984333644
adirondack_chairs,16,OCT,3179.001484341092,1391.58,2.2844547092808836,0.3587825523219613
astro_bodies,16,MC,235.36363644070096,706.715,0.33303897107136676,-0.47750494387817904
astro_bodies,16,OCT,947.288225809733,567.32,1.669759969346635,0.22265404511135292
astronaut,16,MC,107.04298570421007,318.618,0.33596025869288637,-0.47371209300053224
astronaut,16,OCT,275.3589358859592,276.988,0.9941186473275349,-0.0025617797831581184
balinese_dancer,16,MC,172.04109954833984,672.205,0.2559354654433392,-0.5918695289658091
balinese_dancer,16,OCT,411.86760965983075,492.303,0.8366140560992534,-0.07747484303645323
ball_caps,16,MC,330.7508960300022,999.079,0.3310557984203473,-0.4800988010770083
ball_caps,16,OCT,343.9320136176215,668.183,0.51472727324344,-0.28842281969363137
birthday_baloons,16,MC,453.27042897542316,1183.79,0.3828976667951437,-0.41691728003800455
birthday_baloons,16,OCT,1575.7273449367947,745.827,2.112724995121918,0.32484297037281856
bosnian_pine_needle,16,MC,244.3131832546658,860.283,0.2839916437435888,-0.5466944385777501
bosnian_pine_needle,16,OCT,1493.6918216281467,660.067,2.2629397040423878,0.3546729823460082
buggy,16,MC,208.52572886149088,464.074,0.44933723686629906,-0.3474275896521199
buggy,16,OCT,591.931176079644,464.764,1.2736166658339374,0.10503873336498178
calaveras,16,MC,1134.691244337294,2617.03,0.43357976191992215,-0.36293099743744267
calaveras,16,OCT,4307.7480053371855,2005.7,2.1477529068839734,0.3319843155054048
carrots,16,MC,294.9158214992947,762.551,0.3867489800672934,-0.41257082294657926
carrots,16,OCT,769.3536487155491,647.567,1.1880680280427338,0.07484130879140066
chalk_pastels,16,MC,384.4180204603407,997.489,0.3853857240133382,-0.414104377114566
chalk_pastels,16,OCT,930.2352023654514,890.615,1.0444863407481924,0.018902764874991308
chicken_dish,16,MC,349.8608898586697,1099.46,0.3182115673682259,-0.49728403728251763
chicken_dish,16,OCT,459.2628690931532,857.051,0.5358641073788528,-0.270945331385836
chili_peppers,16,MC,591.5587446424696,1958.05,0.30211626089347543,-0.5198258989364075
chili_peppers,16,OCT,3008.092842102051,1370.05,2.1956080742323643,0.34155481920746117
clownfish,16,MC,517.3462422688802,998.83,0.5179522463971649,-0.28571027902352125
clownfish,16,OCT,1062.9259618123372,755.172,1.4075283005889216,0.14845713579055225
color_chart,16,MC,2162.3632041083442,4033.44,0.5361089303691995,-0.2707469583449942
color_chart,16,OCT,9827.04970296224,3892.61,2.524540013759981,0.402182258619321
color_checker,16,MC,822.1974775526259,2762.74,0.29760219114090575,-0.5263638755559261
color_checker,16,OCT,1982.475853814019,1424.97,1.3912404147554116,0.14340218518954087
coloring_pencils,16,MC,726.5434739854601,1796.16,0.40449819280323585,-0.39308341436650657
coloring_pencils,16,OCT,1385.8509165445964,984.865,1.4071481030847846,0.1483398095651511
columbia_crew,16,MC,209.6474897596571,759.785,0.27593001936028894,-0.5592010485845508
columbia_crew,16,OCT,1164.3519872029622,558.487,2.084832748484678,0.31907122030561735
common_jezebel,16,MC,258.5682356092665,623.145,0.41494072103485785,-0.3820139427248103
common_jezebel,16,OCT,320.31872897677954,521.973,0.6136691533408425,-0.21206570638943678
common_lantanas,16,MC,475.14579094780817,670.95,0.7081687025080977,-0.1498632707837569
common_lantanas,16,OCT,1258.2195544772678,636.41,1.9770581142302412,0.2960194352815901
cosmic_vista,16,MC,293.21609581841363,969.065,0.3025762934564901,-0.519165101508954
cosmic_vista,16,OCT,1469.923489888509,780.575,1.8831290905915625,0.2748800924064341
craft_cards,16,MC,248.20327843560113,325.705,0.7620493343227802,-0.11801691195357533
craft_cards,16,OCT,249.5359624226888,260.311,0.9586070601038329,-0.018359376770430414
crepe_paper,16,MC,99.50269741482205,390.308,0.2549337892505971,-0.5935725987694477
crepe_paper,16,OCT,117.70139567057292,210.878,0.5581492411279172,-0.2532496613987895
cruise_ship,16,MC,216.65585072835287,743.71,0.291317651676531,-0.5356331995691844
cruise_ship,16,OCT,856.4120907253689,570.791,1.5003952247414007,0.17620567326610215
curler,16,MC,296.47859530978735,952.661,0.3112110134767639,-0.5069450421208144
curler,16,OCT,1136.5099063449436,695.44,1.6342314309572983,0.2133135589715364
daisy_bouquet,16,MC,499.4215486314562,1466.96,0.3404466029281345,-0.46795099497638987
daisy_bouquet,16,OCT,2977.5810038248696,1343.54,2.2162205842958675,0.34561298429413295
daisy_poster,16,MC,351.24984063042535,456.511,0.7694225125581319,-0.11383511080703687
daisy_poster,16,OCT,676.2301550971138,404.8,1.670529039271526,0.22285402950169644
easter_egg_basket,16,MC,713.7314927842882,1126.05,0.6338364129339623,-0.19802281487427967
easter_egg_basket,16,OCT,1278.4334199693467,1122.48,1.1389364799099733,0.056499503540170457
easter_eggs,16,MC,573.4865069919163,1877.73,0.3054147864665933,-0.5151099406738512
easter_eggs,16,OCT,3802.5302293565537,1159.74,3.278778199731452,0.5157120388435779
eastern_rosella,16,MC,380.4643325805664,842.172,0.4517655925162157,-0.3450868490008146
eastern_rosella,16,OCT,1038.3773659600151,748.113,1.3879953509162588,0.1423880114539974
felt_ball_trivet,16,MC,718.721910264757,1792.6,0.4009382518491337,-0.3969225075446686
felt_ball_trivet,16,OCT,2034.562250773112,1233.44,1.6495024085266505,0.21735295401841645
fishing_nets,16,MC,464.078251308865,1560.7,0.29735263106866466,-0.526728214374903
fishing_nets,16,OCT,2497.7053010728623,1375.75,1.8155226611469106,0.2590016740969616
floating_market,16,MC,293.57697041829425,1088.3,0.2697573926475184,-0.5690266447283482
floating_market,16,OCT,1175.2505043877495,747.336,1.5725864997641616,0.19661454304390594
fruit_dessert,16,MC,381.20418039957684,872.95,0.4366850110539857,-0.35983171471539355
fruit_dessert,16,OCT,515.6330634223091,794.157,0.6492835338885247,-0.1875656108836423
fruit_stand,16,MC,442.065789964464,1238.85,0.3568356055732849,-0.44753181760168376
fruit_stand,16,OCT,1716.4813452826606,1004.39,1.708978927789664,0.23273670777568664
fruits,16,MC,525.8861906263563,1341.5,0.39201355991528614,-0.4066989102894121
fruits,16,OCT,3715.1485960218643,1183.23,3.1398363767161617,0.49690701669079185
fruits_veggies,16,MC,423.8540335761176,1712.21,0.24754792553256763,-0.6063407087327544
fruits_veggies,16,OCT,1055.1987609863281,998.74,1.056529988772181,0.02388182867033704
german_hot_air_balloon,16,MC,331.01578945583765,467.029,0.7087692401453393,-0.1494951386450166
german_hot_air_balloon,16,OCT,697.2271236843533,510.52,1.3657195089014207,0.13536151322199916
girl,16,MC,124.3923848470052,433.146,0.28718350128364384,-0.5418405139676608
girl,16,OCT,296.3246315850152,321.895,0.9205630146010818,-0.03594647771200865
gourds,16,MC,338.11573621961804,1152.73,0.293317373729857,-0.5326622121931912
gourds,16,OCT,2073.8136444091797,1000.89,2.071969591472769,0.31638337735095257
grilled_food,16,MC,596.7925304836697,1338.26,0.4459466250830703,-0.35071711846064046
grilled_food,16,OCT,2611.1117095947266,1181.22,2.2105210795573447,0.34449466069938467
hard_candy,16,MC,838.9170286390516,1521.41,0.5514075946911429,-0.2585272565295912
hard_candy,16,OCT,1086.3684446546768,1080.73,1.005217255609335,0.002259935105172672
italian_hot_air_balloon,16,MC,692.3588002522787,1522.74,0.45467959090342325,-0.3422945394323432
italian_hot_air_balloon,16,OCT,2897.3492279052734,940.777,3.079740712097844,0.488514154148079
jacksons_chameleon,16,MC,434.9279378255208,1128.95,0.3852499559993984,-0.41425740221167046
jacksons_chameleon,16,OCT,960.6676940917969,944.489,1.0171295738667119,0.007376281959902224
king_penguin,16,MC,191.81681399875217,545.496,0.3516374345526863,-0.45390489709582504
king_penguin,16,OCT,437.53055063883465,381.275,1.1475458675203847,0.059770053349075716
king_vulture,16,MC,559.6328998141819,1310.24,0.4271224354425005,-0.36944761580573976
king_vulture,16,OCT,1165.4634416368272,1174.06,0.9926779224544122,-0.003191636892363366
kingfisher,16,MC,443.27374860975476,911.767,0.48616998488622065,-0.3132118570942233
kingfisher,16,OCT,491.31683349609375,664.227,0.7396821169511233,-0.13095488096461924
korean_dancer,16,MC,284.0551122029622,1167.91,0.2432166110427706,-0.6140067672370617
korean_dancer,16,OCT,1710.0958980984158,860.114,1.9882200476895107,0.2984644485767496
lights,16,MC,1483.194194369846,2870.2,0.5167563913211086,-0.2867141432477003
lights,16,OCT,7679.112897237142,2651.59,2.896040827291226,0.4618046800880606
macarons,16,MC,1027.427833557129,2042.24,0.5030886837771902,-0.2983554513651579
macarons,16,OCT,3972.192667643229,1542.86,2.5745645539084747,0.41070378567762794
macaws,16,MC,450.11110432942706,808.1,0.5569992628751727,-0.25414537956497274
macaws,16,OCT,711.039656745063,653.146,1.0886381555503104,0.036883551783881856
malayan_banded_pitta,16,MC,299.9854049682617,812.96,0.3690038931414359,-0.43296905183301637
malayan_banded_pitta,16,OCT,370.7457758585612,524.94,0.7062631459948969,-0.1510334553779447
mandarin_ducks,16,MC,131.42982482910156,311.769,0.42156155624549446,-0.37513900090676006
mandarin_ducks,16,OCT,261.9886966281467,296.625,0.8832320156026859,-0.05392519692060898
mandarinfish,16,MC,541.001340230306,1553.32,0.3482871142007481,-0.4580625931129162
mandarinfish,16,OCT,1201.065390692817,1045.02,1.1493228748663344,0.060442050511459094
mangoes,16,MC,224.13075256347656,451.223,0.49671836888517773,-0.30388977928811955
mangoes,16,OCT,286.6539009941949,413.328,0.6935264511337119,-0.15893697026143905
marrakech_museum,16,MC,560.9111573961046,1765.79,0.31765451010375223,-0.4980449741103429
marrakech_museum,16,OCT,2958.747512817383,1375.49,2.151049817023303,0.3326504685035916
maya_beach,16,MC,266.05050574408637,1013.76,0.2624393404199084,-0.5809710624112864
maya_beach,16,OCT,736.8673612806532,671.104,1.097992801831986,0.040599492996682106
medicine_packets,16,MC,528.5336134168837,1756.72,0.3008638903279314,-0.5216299331385351
medicine_packets,16,OCT,3052.0812437269424,1252.0,2.4377645716668868,0.3869917611006618
moroccan_babouches,16,MC,289.2665286593967,1012.31,0.2857489589744216,-0.5440153431286133
moroccan_babouches,16,OCT,1044.4742855495876,760.862,1.3727512815064857,0.13759185780915836
motocross,16,MC,201.00886874728732,719.062,0.2795431669971259,-0.5535511189363803
motocross,16,OCT,559.1217185126411,534.984,1.045118580205466,0.019165568731510693
