image,k,space,vifp,psnr,ssim,dE00
red_eyed_tree_frog,4,rgb,0.177232,20.601066,0.669500,8.350360
red_eyed_tree_frog,4,xyz,0.161081,19.459063,0.643033,11.614975
red_eyed_tree_frog,16,luv,0.223926,23.280469,0.694562,4.555135
red_eyed_tree_frog,16,rgb,0.307627,26.616221,0.778072,4.639617
red_eyed_tree_frog,16,xyz,0.300172,23.567153,0.756705,6.123913
red_eyed_tree_frog,64,luv,0.348689,28.001912,0.794652,2.643204
red_eyed_tree_frog,64,rgb,0.471017,31.608098,0.885728,2.818803
red_eyed_tree_frog,64,xyz,0.436219,28.060841,0.833276,3.886760
red_eyed_tree_frog,256,luv,0.497845,31.874337,0.876538,1.621662
red_eyed_tree_frog,256,rgb,0.618482,36.073427,0.942492,1.775973
red_eyed_tree_frog,256,xyz,0.557991,32.229618,0.897778,2.716542
red_knobbed_starfish,4,luv,0.119446,17.093293,0.515318,13.408592
red_knobbed_starfish,4,rgb,0.219361,19.487769,0.660867,14.400513
red_knobbed_starfish,4,xyz,0.165693,18.291462,0.591201,15.204999
red_knobbed_starfish,16,luv,0.230745,22.192438,0.685307,7.489892
red_knobbed_starfish,16,rgb,0.345303,25.278277,0.797662,8.014245
red_knobbed_starfish,16,xyz,0.309288,23.024133,0.754074,10.451977
red_knobbed_starfish,64,luv,0.358978,26.428977,0.805622,4.544191
red_knobbed_starfish,64,rgb,0.483598,29.966550,0.891055,5.041092
red_knobbed_starfish,64,xyz,0.460951,26.799515,0.867312,7.734347
red_knobbed_starfish,256,luv,0.491218,30.351476,0.887886,2.862804
red_knobbed_starfish,256,rgb,0.612649,33.985702,0.945114,3.292198
red_knobbed_starfish,256,xyz,0.563128,30.521294,0.916451,5.163113
rescue_helicopter,4,luv,0.180427,19.798486,0.721347,6.669608
rescue_helicopter,4,rgb,0.219794,20.858748,0.742967,7.379262
rescue_helicopter,4,xyz,0.220223,18.186222,0.741316,10.055283
rescue_helicopter,16,luv,0.319990,25.549536,0.815778,3.673921
rescue_helicopter,16,rgb,0.413737,28.121269,0.873077,3.192651
rescue_helicopter,16,xyz,0.389862,25.887029,0.845478,3.966638
rescue_helicopter,64,luv,0.510094,31.564590,0.908364,1.895777
rescue_helicopter,64,rgb,0.605156,34.359268,0.944598,1.693332
rescue_helicopter,64,xyz,0.562204,31.270576,0.924173,2.123005
rescue_helicopter,256,luv,0.667870,36.352118,0.959845,1.109422
rescue_helicopter,256,rgb,0.753912,39.634750,0.978662,1.055995
rescue_helicopter,256,xyz,0.701417,35.648707,0.965018,1.337567
rose_bouquet,4,luv,0.120693,15.865243,0.376709,14.816482
rose_bouquet,4,rgb,0.187652,17.719250,0.500390,15.422438
rose_bouquet,4,xyz,0.197016,16.192866,0.494145,17.978141
rose_bouquet,16,luv,0.242836,20.814536,0.583551,7.773361
rose_bouquet,16,rgb,0.319464,23.556777,0.694183,8.111861
rose_bouquet,16,xyz,0.281861,19.654507,0.611597,13.373561
rose_bouquet,64,luv,0.360674,24.830639,0.721210,4.482075
rose_bouquet,64,rgb,0.464249,28.633071,0.838543,4.484478
rose_bouquet,64,xyz,0.392434,24.329558,0.721407,7.288079
rose_bouquet,256,luv,0.497239,29.156982,0.827892,2.568362
rose_bouquet,256,rgb,0.610129,33.380119,0.926666,2.647268
rose_bouquet,256,xyz,0.506995,28.245044,0.809746,4.414754
sagami_temple,4,luv,0.173593,17.527644,0.560146,13.262347
sagami_temple,4,rgb,0.239763,18.945501,0.682485,13.692925
sagami_temple,4,xyz,0.170776,16.760023,0.543699,16.434001
sagami_temple,16,luv,0.321948,22.644759,0.789001,6.978622
sagami_temple,16,rgb,0.405343,25.230029,0.864739,7.617001
sagami_temple,16,xyz,0.330010,22.103475,0.763372,10.649679
sagami_temple,64,luv,0.473022,27.375441,0.898894,4.117600
sagami_temple,64,rgb,0.565214,30.415596,0.943557,4.206827
sagami_temple,64,xyz,0.456871,26.365373,0.868656,7.409208
sagami_temple,256,luv,0.600494,31.556171,0.949809,2.428501
sagami_temple,256,rgb,0.694969,35.013589,0.974484,2.643836
sagami_temple,256,xyz,0.588227,30.587959,0.933876,4.584220
salad_bowl,4,luv,0.089478,15.789302,0.536280,14.592581
salad_bowl,4,rgb,0.160137,18.141627,0.606452,15.338157
salad_bowl,4,xyz,0.185989,17.106425,0.625360,15.544686
salad_bowl,16,luv,0.199542,20.975567,0.647497,7.234523
salad_bowl,16,rgb,0.291986,23.713815,0.736467,7.985733
salad_bowl,16,xyz,0.311722,21.078261,0.726911,11.709050
salad_bowl,64,luv,0.312088,25.162059,0.749340,4.356195
salad_bowl,64,rgb,0.433951,28.485357,0.841087,4.919521
salad_bowl,64,xyz,0.434927,25.133080,0.828050,7.158174
salad_bowl,256,luv,0.445780,28.967059,0.839640,2.628741
salad_bowl,256,rgb,0.572635,33.022919,0.914942,2.921880
salad_bowl,256,xyz,0.545005,29.264735,0.894505,4.389831
schoolgirls,4,luv,0.120250,15.840444,0.416993,14.836888
schoolgirls,4,rgb,0.187494,18.167708,0.569268,14.669630
schoolgirls,4,xyz,0.219301,16.856985,0.621313,17.159887
schoolgirls,16,luv,0.247814,20.711744,0.676031,8.691948
schoolgirls,16,rgb,0.357426,23.408602,0.805695,9.088481
schoolgirls,16,xyz,0.341996,20.817085,0.760767,11.937847
schoolgirls,64,luv,0.381292,25.089366,0.824659,5.338781
schoolgirls,64,rgb,0.501705,28.210684,0.907027,5.793991
schoolgirls,64,xyz,0.466775,24.874884,0.867157,8.005466
schoolgirls,256,luv,0.513341,29.002837,0.910686,3.365185
schoolgirls,256,rgb,0.624516,32.439884,0.955871,3.812000
schoolgirls,256,xyz,0.587910,28.587842,0.928553,5.539278
seattle_great_wheel,4,luv,0.148664,16.044375,0.386377,11.682484
seattle_great_wheel,4,rgb,0.207383,19.019834,0.562484,8.767667
seattle_great_wheel,4,xyz,0.165520,15.823034,0.411856,14.747945
seattle_great_wheel,16,luv,0.304152,23.137966,0.721868,5.331534
seattle_great_wheel,16,rgb,0.375650,25.423292,0.811688,5.046572
seattle_great_wheel,16,xyz,0.301747,21.182841,0.670859,7.208441
seattle_great_wheel,64,luv,0.429624,26.945345,0.851179,3.178469
seattle_great_wheel,64,rgb,0.528831,30.297288,0.924990,2.818869
seattle_great_wheel,64,xyz,0.429288,24.957508,0.833890,4.372486
seattle_great_wheel,256,luv,0.553938,30.697383,0.924803,1.883740
seattle_great_wheel,256,rgb,0.660469,34.761064,0.969906,1.760409
seattle_great_wheel,256,xyz,0.542389,28.082169,0.891704,2.953110
shawls,4,luv,0.082702,13.976007,0.317900,17.456828
shawls,4,rgb,0.176279,17.695717,0.571582,15.434958
shawls,4,xyz,0.145889,15.884206,0.506691,18.580930
shawls,16,luv,0.248703,20.710661,0.688915,8.057433
shawls,16,rgb,0.320430,23.059483,0.791394,8.451378
shawls,16,xyz,0.322137,20.192247,0.752207,12.193319
shawls,64,luv,0.390813,25.301684,0.839602,4.502693
shawls,64,rgb,0.485007,28.186578,0.914112,4.766299
shawls,64,xyz,0.428047,24.083335,0.840267,7.471559
shawls,256,luv,0.530700,29.053072,0.912299,2.767525
shawls,256,rgb,0.629692,32.827564,0.964650,2.904166
shawls,256,xyz,0.551459,27.467754,0.900155,4.665217
shopping_bags,4,luv,0.263827,24.884332,0.941625,2.848983
shopping_bags,4,rgb,0.288920,25.149561,0.948399,2.850215
shopping_bags,4,xyz,0.266909,23.083620,0.932161,3.601060
shopping_bags,16,luv,0.436536,34.999887,0.973465,0.449934
shopping_bags,16,rgb,0.485464,36.887017,0.980709,0.445091
shopping_bags,16,xyz,0.458284,32.473433,0.969805,0.820000
shopping_bags,64,luv,0.614704,40.613511,0.985753,0.219741
shopping_bags,64,rgb,0.692139,43.488499,0.990869,0.213727
shopping_bags,64,xyz,0.631062,39.268122,0.984231,0.241097
shopping_bags,256,luv,0.775565,45.842895,0.994438,0.104700
shopping_bags,256,rgb,0.848304,49.778296,0.997087,0.108036
shopping_bags,256,xyz,0.776963,44.538240,0.994207,0.113413
siberian_tiger,4,luv,0.196733,21.877719,0.687368,7.693482
siberian_tiger,4,rgb,0.247015,23.328887,0.731438,7.691182
siberian_tiger,4,xyz,0.164464,19.444947,0.620249,10.656178
siberian_tiger,16,luv,0.362443,27.644849,0.813802,3.839691
siberian_tiger,16,rgb,0.467197,30.066611,0.888269,4.215898
siberian_tiger,16,xyz,0.381868,26.882283,0.781784,6.313035
siberian_tiger,64,luv,0.518975,31.951772,0.916386,2.438227
siberian_tiger,64,rgb,0.631907,35.210717,0.961903,2.661672
siberian_tiger,64,xyz,0.554348,32.419401,0.893116,3.944289
siberian_tiger,256,luv,0.641362,35.516725,0.962025,1.591701
siberian_tiger,256,rgb,0.742800,39.144832,0.984198,1.849338
siberian_tiger,256,xyz,0.677145,36.024578,0.962828,2.916297
skiers,4,luv,0.145774,19.108156,0.597821,9.161358
skiers,4,rgb,0.195275,20.888390,0.666485,8.989524
skiers,4,xyz,0.227364,18.912839,0.671536,11.104045
skiers,16,luv,0.263724,24.181022,0.736527,5.207474
skiers,16,rgb,0.418016,26.959921,0.857133,5.396021
skiers,16,xyz,0.395859,24.832170,0.842800,6.685439
skiers,64,luv,0.455672,28.584976,0.881469,3.249379
skiers,64,rgb,0.590670,32.007691,0.942300,3.285723
skiers,64,xyz,0.561531,28.713108,0.929232,4.546340
skiers,256,luv,0.606913,32.866150,0.946844,2.049323
skiers,256,rgb,0.722263,36.428633,0.975669,2.287512
skiers,256,xyz,0.673757,32.787176,0.963309,3.036824
spices,4,luv,0.208187,19.261055,0.553767,9.848299
spices,4,rgb,0.301954,21.240956,0.676001,9.548500
spices,4,xyz,0.242726,19.164412,0.584412,11.965765
spices,16,luv,0.343869,23.665115,0.718365,5.789841
spices,16,rgb,0.462567,26.725595,0.825916,6.147116
spices,16,xyz,0.433116,23.867679,0.772040,7.835166
spices,64,luv,0.481606,28.081468,0.840070,3.515245
spices,64,rgb,0.606179,31.624391,0.927878,3.838816
spices,64,xyz,0.556131,27.798100,0.855442,5.483853
spices,256,luv,0.617120,32.405923,0.927142,2.135204
spices,256,rgb,0.722732,36.117013,0.970920,2.373415
spices,256,xyz,0.670343,32.089910,0.922428,3.769878
sports_bicycles,4,luv,0.156845,16.781753,0.547530,13.253778
sports_bicycles,4,rgb,0.208778,18.206200,0.636603,12.952595
sports_bicycles,4,xyz,0.196441,16.245199,0.601615,17.404376
sports_bicycles,16,luv,0.275685,21.205242,0.720046,7.958034
sports_bicycles,16,rgb,0.366680,23.827200,0.804196,7.998038
sports_bicycles,16,xyz,0.331012,21.376554,0.767003,10.221421
sports_bicycles,64,luv,0.398053,25.208144,0.827494,5.058667
sports_bicycles,64,rgb,0.509451,28.575606,0.898897,5.231879
sports_bicycles,64,xyz,0.465336,25.864309,0.868645,6.669969
sports_bicycles,256,luv,0.528231,29.346886,0.903314,3.124470
sports_bicycles,256,rgb,0.634184,32.869967,0.949454,3.466802
sports_bicycles,256,xyz,0.586916,29.210314,0.928388,4.882351
sun_parakeet,4,luv,0.148757,20.869107,0.616732,8.710795
sun_parakeet,4,rgb,0.159841,21.198774,0.625721,8.788294
sun_parakeet,4,xyz,0.212870,18.939656,0.644039,10.907455
sun_parakeet,16,luv,0.322796,26.149011,0.775699,4.743642
sun_parakeet,16,rgb,0.455653,28.369199,0.857750,5.414918
sun_parakeet,16,xyz,0.430170,25.950333,0.828639,6.339903
sun_parakeet,64,luv,0.475564,30.237370,0.873963,2.891525
sun_parakeet,64,rgb,0.588348,33.214927,0.922901,3.113408
sun_parakeet,64,xyz,0.598743,30.016029,0.908059,4.992514
sun_parakeet,256,luv,0.608112,34.190288,0.927669,1.760663
sun_parakeet,256,rgb,0.718628,37.696291,0.962048,2.033680
sun_parakeet,256,xyz,0.704749,34.132667,0.946535,3.205998
tablet,4,luv,0.077389,18.666258,0.864765,6.468285
tablet,4,rgb,0.206077,20.862141,0.898452,6.022725
tablet,4,xyz,0.219434,19.475233,0.893941,6.787910
tablet,16,luv,0.262829,27.178536,0.913978,1.947016
tablet,16,rgb,0.316281,28.048253,0.928318,2.240847
tablet,16,xyz,0.345754,25.034829,0.917335,2.582273
tablet,64,luv,0.490740,32.854719,0.953966,0.862780
tablet,64,rgb,0.556601,35.633704,0.966527,0.847176
tablet,64,xyz,0.558158,32.596743,0.965519,0.927542
tablet,256,luv,0.645842,39.354726,0.977098,0.388469
tablet,256,rgb,0.733472,42.352348,0.986186,0.437193
tablet,256,xyz,0.707687,38.468416,0.981841,0.464002
textile_market,4,luv,0.065179,15.225347,0.307918,14.949594
textile_market,4,rgb,0.153823,17.602666,0.534915,12.023885
textile_market,4,xyz,0.101372,15.904708,0.419872,14.339095
textile_market,16,luv,0.224755,21.156960,0.641877,6.601094
textile_market,16,rgb,0.302391,23.285723,0.766267,6.242735
textile_market,16,xyz,0.250896,20.458928,0.681975,8.382303
textile_market,64,luv,0.351315,24.911371,0.788983,4.103600
textile_market,64,rgb,0.460446,28.204295,0.892052,3.785605
textile_market,64,xyz,0.373108,24.266510,0.789653,5.284236
textile_market,256,luv,0.487025,28.840592,0.887058,2.516012
textile_market,256,rgb,0.594257,32.442368,0.950180,2.392451
textile_market,256,xyz,0.497784,27.851509,0.877848,3.535718
trade_fair_tower,4,luv,0.125442,21.665473,0.754851,6.293693
trade_fair_tower,4,rgb,0.177167,23.345088,0.806933,5.937783
trade_fair_tower,4,xyz,0.168868,20.996089,0.776682,7.055281
trade_fair_tower,16,luv,0.288299,27.553492,0.849550,2.930092
trade_fair_tower,16,rgb,0.406836,30.382770,0.901856,2.934592
trade_fair_tower,16,xyz,0.391670,27.288780,0.878863,3.563667
trade_fair_tower,64,luv,0.499562,34.153897,0.927221,1.497932
trade_fair_tower,64,rgb,0.610954,36.607907,0.956096,1.514911
trade_fair_tower,64,xyz,0.563302,32.990673,0.936749,1.941925
trade_fair_tower,256,luv,0.667921,39.047910,0.965788,0.881520
trade_fair_tower,256,rgb,0.766206,42.119287,0.981544,0.931360
trade_fair_tower,256,xyz,0.723110,37.957138,0.971602,1.203101
traffic,4,luv,0.240145,18.836215,0.671350,11.053217
traffic,4,rgb,0.239874,19.319397,0.663050,11.151627
traffic,4,xyz,0.219500,17.757058,0.599390,13.310344
traffic,16,luv,0.359627,23.554584,0.803893,5.890467
traffic,16,rgb,0.474003,25.960407,0.882036,6.635055
traffic,16,xyz,0.404240,22.872283,0.821899,8.376708
traffic,64,luv,0.505161,28.116681,0.898962,3.594706
traffic,64,rgb,0.600342,31.148847,0.942236,3.890797
traffic,64,xyz,0.545710,27.705494,0.916180,5.408820
traffic,256,luv,0.630925,32.215433,0.951701,2.309522
traffic,256,rgb,0.727537,35.773222,0.977496,2.633987
traffic,256,xyz,0.665497,31.035688,0.956367,3.763193
tulip_field,4,luv,0.095797,15.625277,0.437484,12.537734
tulip_field,4,rgb,0.131098,16.461577,0.482833,13.586439
tulip_field,4,xyz,0.120203,14.926258,0.458531,18.497808
tulip_field,16,luv,0.232063,20.519874,0.665807,6.792714
tulip_field,16,rgb,0.325359,23.119650,0.780590,6.807338
tulip_field,16,xyz,0.255292,19.806830,0.682818,9.423897
tulip_field,64,luv,0.374243,24.741217,0.809369,3.934509
tulip_field,64,rgb,0.487810,28.222369,0.893593,4.045639
tulip_field,64,xyz,0.415228,24.369930,0.831425,5.139528
tulip_field,256,luv,0.508451,28.439874,0.894475,2.405698
tulip_field,256,rgb,0.629107,32.788603,0.953615,2.526499
tulip_field,256,xyz,0.539092,28.237213,0.904935,3.457812
umbrellas,4,luv,0.137251,15.826589,0.497522,13.940203
umbrellas,4,rgb,0.205396,17.099830,0.613334,13.680860
umbrellas,4,xyz,0.155198,16.078945,0.504948,15.545190
umbrellas,16,luv,0.256910,20.962967,0.689682,7.489976
umbrellas,16,rgb,0.360565,24.146065,0.801515,8.030803
umbrellas,16,xyz,0.330191,21.866843,0.757692,8.973095
umbrellas,64,luv,0.408378,26.345967,0.835398,4.167681
umbrellas,64,rgb,0.505913,29.240501,0.898488,4.616031
umbrellas,64,xyz,0.453706,25.274560,0.853260,6.502837
umbrellas,256,luv,0.542803,30.207169,0.910657,2.498713
umbrellas,256,rgb,0.645460,33.866918,0.953723,2.869386
umbrellas,256,xyz,0.589387,29.554143,0.923456,4.465987
veggie_pizza,4,luv,0.086656,19.359062,0.662503,7.013004
veggie_pizza,4,rgb,0.160426,21.137197,0.703007,7.134007
veggie_pizza,4,xyz,0.178704,20.240029,0.696749,7.119433
veggie_pizza,16,luv,0.268077,24.792358,0.764487,3.801883
veggie_pizza,16,rgb,0.337699,27.531269,0.829011,3.654406
veggie_pizza,16,xyz,0.405807,25.450467,0.865780,4.063004
veggie_pizza,64,luv,0.436707,29.035247,0.887812,2.300280
veggie_pizza,64,rgb,0.567556,32.725287,0.938440,2.394368
veggie_pizza,64,xyz,0.593737,29.127282,0.936183,2.928914
veggie_pizza,256,luv,0.582112,32.993411,0.941679,1.385196
veggie_pizza,256,rgb,0.721350,37.279324,0.976413,1.682417
veggie_pizza,256,xyz,0.693623,33.185937,0.966874,1.971678
veggies,4,luv,0.160313,16.772225,0.566508,14.717601
veggies,4,rgb,0.230664,17.768198,0.648592,13.995181
veggies,4,xyz,0.191806,16.964492,0.578879,13.740281
veggies,16,luv,0.240832,21.416895,0.684011,6.943581
veggies,16,rgb,0.355283,24.295625,0.781213,7.674539
veggies,16,xyz,0.338159,22.289485,0.744733,9.170728
veggies,64,luv,0.403572,26.432764,0.809942,3.463442
veggies,64,rgb,0.513145,29.908747,0.889358,3.505872
veggies,64,xyz,0.462576,26.221265,0.834357,6.155866
veggies,256,luv,0.556705,31.071104,0.894867,1.997005
veggies,256,rgb,0.669385,35.080498,0.953946,2.045487
veggies,256,xyz,0.601634,30.665094,0.905616,3.348006
venetian_lagoon,4,luv,0.158112,18.043925,0.674688,11.024859
venetian_lagoon,4,rgb,0.231281,19.592147,0.746748,11.298088
venetian_lagoon,4,xyz,0.214495,18.199648,0.724932,12.105664
venetian_lagoon,16,luv,0.328158,24.295792,0.836263,5.563938
venetian_lagoon,16,rgb,0.403439,26.452600,0.875411,5.478921
venetian_lagoon,16,xyz,0.376202,24.051976,0.843734,6.879867
venetian_lagoon,64,luv,0.467679,29.436284,0.903982,2.937746
venetian_lagoon,64,rgb,0.563013,32.337816,0.938162,3.328581
venetian_lagoon,64,xyz,0.517802,28.522702,0.906179,4.284491
venetian_lagoon,256,luv,0.595100,33.467989,0.945033,1.837344
venetian_lagoon,256,rgb,0.698011,36.924006,0.970636,2.162884
venetian_lagoon,256,xyz,0.639547,32.989029,0.953415,2.971063
vintage_cars,4,luv,0.137600,15.403773,0.458093,13.427759
vintage_cars,4,rgb,0.183324,17.962890,0.566115,15.085114
vintage_cars,4,xyz,0.222691,16.300348,0.587346,17.131334
vintage_cars,16,luv,0.276628,21.731443,0.692977,6.659629
vintage_cars,16,rgb,0.371459,24.458493,0.783656,7.012545
vintage_cars,16,xyz,0.343221,21.764703,0.736153,8.960168
vintage_cars,64,luv,0.433394,26.974462,0.840623,3.705252
vintage_cars,64,rgb,0.544537,30.151710,0.907509,4.024177
vintage_cars,64,xyz,0.495069,26.852044,0.861004,5.152848
vintage_cars,256,luv,0.581138,31.460422,0.921486,2.235398
vintage_cars,256,rgb,0.687507,34.815149,0.959546,2.509187
vintage_cars,256,xyz,0.645134,31.182450,0.934259,3.399127
wooden_toys,4,luv,0.093082,17.069612,0.689707,9.736963
wooden_toys,4,rgb,0.198198,19.985470,0.755918,8.463179
wooden_toys,4,xyz,0.208880,18.359928,0.725134,8.836691
wooden_toys,16,luv,0.237847,24.296822,0.769087,4.817486
wooden_toys,16,rgb,0.331790,26.615970,0.825284,4.942970
wooden_toys,16,xyz,0.336430,23.090459,0.803115,5.852027
wooden_toys,64,luv,0.399976,29.702481,0.851681,2.555369
wooden_toys,64,rgb,0.525422,32.852305,0.912552,2.685316
wooden_toys,64,xyz,0.512377,28.117949,0.892654,3.659917
wooden_toys,256,luv,0.564279,34.627577,0.922743,1.477895
wooden_toys,256,rgb,0.699582,38.160069,0.965486,1.666129
wooden_toys,256,xyz,0.671998,33.825154,0.949042,2.106543
wool_carder_bee,4,luv,0.079350,17.652350,0.481491,12.207630
wool_carder_bee,4,rgb,0.135196,19.406354,0.578145,13.271628
wool_carder_bee,4,xyz,0.136825,17.851353,0.548047,15.155365
wool_carder_bee,16,luv,0.204826,22.268172,0.652874,6.528587
wool_carder_bee,16,rgb,0.282896,25.225922,0.742685,7.171617
wool_carder_bee,16,xyz,0.266161,21.827593,0.670799,10.246264
wool_carder_bee,64,luv,0.342221,26.464269,0.765931,3.819354
wool_carder_bee,64,rgb,0.419739,29.935108,0.840777,3.963909
wool_carder_bee,64,xyz,0.391717,26.213979,0.781301,6.220944
wool_carder_bee,256,luv,0.471794,30.266980,0.846594,2.264385
wool_carder_bee,256,rgb,0.569248,34.448884,0.915520,2.370394
wool_carder_bee,256,xyz,0.508193,30.349414,0.861545,3.775752
yasaka_pagoda,4,luv,0.242994,20.613380,0.736246,7.784643
yasaka_pagoda,4,rgb,0.270452,22.813448,0.745410,7.619144
yasaka_pagoda,4,xyz,0.238914,21.654864,0.702251,8.224726
yasaka_pagoda,16,luv,0.405701,27.233834,0.852088,3.942012
yasaka_pagoda,16,rgb,0.500991,29.684361,0.891352,3.960616
yasaka_pagoda,16,xyz,0.469594,27.735572,0.875631,4.832439
yasaka_pagoda,64,luv,0.578493,32.830138,0.923294,2.281931
yasaka_pagoda,64,rgb,0.674967,35.318790,0.953303,2.379734
yasaka_pagoda,64,xyz,0.635488,32.576660,0.945219,3.251103
yasaka_pagoda,256,luv,0.718175,37.318581,0.965578,1.456499
yasaka_pagoda,256,rgb,0.812084,40.407116,0.983647,1.614670
yasaka_pagoda,256,xyz,0.771074,37.470905,0.978168,2.084558
